Year,State,total,party.1,%,EV,party.2,%,EV,party.3,%,EV,party.4,%,EV,Party,Notes
1844 - Polk,Rhode Island,12194,4867,39.9, ,7322,60,4,,,,,,,Whig,
1844 - Polk,South Carolina,,9,,,0,,,,,,,,,Democratic,Chosen by state legislature
1844 - Polk,Tennessee,119957,59917,49.9, ,60040,50.1,13,,,,,,,Whig,
1844 - Polk,Vermont,48765,18041,37, ,26770,54.9,6,,,,,,,Whig,
1844 - Polk,Virginia,95539,50679,53,17,44860,47, ,,,,,,,Democratic,
1848 - Taylor,Alabama,61659,30482,49.4, ,31173,50.6,9,0, , ,,,,Democratic,
1848 - Taylor,Arkansas,16888,7587,44.9, ,9301,55.1,3,0, , ,,,,Democratic,
1848 - Taylor,Connecticut,62398,30318,48.6,6,27051,43.4, ,5005,8, ,,,,Whig,
1848 - Taylor,Delaware,12432,6440,51.8,3,5910,47.5, ,82,0.7, ,,,,Whig,
1848 - Taylor,Florida,7203,4120,57.2,3,3083,42.8, ,0, , ,,,,Whig,
1848 - Taylor,Georgia,92317,47532,51.5,10,44785,48.5, ,0, , ,,,,Whig,
1848 - Taylor,Illinois,124596,52853,42.4, ,55952,44.9,9,15702,12.6, ,,,,Democratic,
1848 - Taylor,Indiana,152394,69668,45.7, ,74695,49,12,8031,5.3, ,,,,Democratic,
1848 - Taylor,Iowa,22271,9930,44.6, ,11238,50.5,4,1103,5, ,,,,Democratic,
