_l;Zone d'Emploi;name;name2;;Revenus fiscaux des ménages 2009 : nombre de ménages fiscaux;Revenus fiscaux des ménages 2009 : nombre de personnes dans les ménages fiscaux;Revenus fiscaux des ménages 2009 : part des ménages fiscaux imposés;Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 1er Quartile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 2ème Quartile ou Médiane (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 3ème Quartile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 1er Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 2ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 3ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 4ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 5ème Décile ou Médiane (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 6ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 7ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 8ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 9ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : Rapport inter-déciles (sans unité);Revenus fiscaux des ménages 2009 : part des revenus salariaux (%);Revenus fiscaux des ménages 2009 : part des pensions; retraites; rentes (%);Revenus fiscaux des ménages 2009 : part des revenus des professions non-salariées (%);Revenus fiscaux des ménages 2009 : part des autres revenus (%);Chomage_2003;Chomage_2004;Chomage_2005;Chomage_2006;Chomage_2007;Chomage_2008;Chomage_2009;Chomage_2010;Chomage_2003_2010;Agriculture;Industrie;Construction;Tertiaire_marchand;Tertiaire_non-marchand;Total_salariés;Non-salariés;Emploi_Total;Agriculture%;Industrie%;Construction%;Tertiaire_marchand;Tertiaire_non-marchand;Total_salariés;Non-salariés;Emploi_Total;POP_TOT_99;POP_TOT_09;EVOL_POP_99_09;POP_M20A_P60A_09;POP_20A59A_09;TAUX_DEP_ECO_09;POP_M20A_09;POP_P60A_09;INDIC_JEUN_09;REV_ PAR_UC_MED_09;REV_ PAR_UC_D1_09;POP_ACT_15A64A_09;POP_15A64A_09;TX_ACT_09;POP_ACT_EMP_15A64A_09;POP_15A64A_09;TX_EMP_15A64A_09;POP_ACT_EMP_55A64A_09;POP_55A64A_09;TX_EMP_55A64A_09;POP_F_EMP_15A64A_09;POP_F_15A64A_09;TX_EMP_F_15A64A_09;EST_EMP_98;EST_EMP_09;EVOL_EST_EMP_98_09;TX_CHOM_T1_03;TX_CHOM_T4_11;EVOL_ TX_CHOM_T1_03_T4_11;DE_A_11;DE_ABC_11;PART_F_DE_ABC_11;PART_J_DE_ABC_11;PART_LD_DE_ABC_11;POP_15A64A_09_p;ZONE_OUT
[ 47.992007600798296 , 6.724709226874001];4113;Remiremont;Remiremont;85467;37358;85337.5;52.55;12175;16957;22659;7674;10944;13223;15136;16957;18880;21202;24480;30373;3.96;59.9;28.8;4.62;6.68;8;;8.3;8.5;8.8;7.8;7.5;9.8;9.7;9.7;1.4;207;7956;2741;10254;7073;28231;3181;31412;0.73;28.18;9.71;36.32;25.05;28231.00;3181.00;31412.00;86,904;85,438;-0.2;41911;43527;96.3;19,419;22,492;86.3;16957;7674;39066;53,969;72.4;34,908;53,969;64.7;3,734;11,859;31.5;15,988;26,461;60.4;33,851;31,412;-0.7;7.9;10.4;2.5;3,608;5,252;50.0;17.6;33.7;1.5831;34653.13
[ 48.326719923691215 , 6.937910368315108];4114;Saint-Dié-des-Vosges;Saint-Dié-des-Vosges;88452;38230;87804.5;50.54;10999;16212;22086;6049;9653;12193;14282;16212;18255;20661;23835;29656;4.9;60.61;29.96;4.88;4.55;10.4;;10.8;11.8;12.3;10.9;10.8;13.6;13.1;13;2.2;143;7548;1808;9348;7430;26277;3057;29334;0.54;28.72;6.88;35.57;28.28;26277.00;3057.00;29334.00;87,009;88,492;0.2;43779;44713;97.9;21,212;22,567;94.0;16212;6049;39561;55,807;70.9;33,472;55,807;60.0;3,766;12,122;31.1;15,486;27,895;55.5;32,066;29,334;-0.8;10.3;13.7;3.4;5,002;7,253;49.5;19.1;45.7;1.5857;33728.57
[ 48.21216181527785 , 5.827359024339717];4115;Neufchâteau;Neufchâteau;52268;22970;52323.5;52.9;11766;16829;23222;7098;10595;12846;14877;16829;19051;21737;25123;31203;4.4;60.24;28.83;6.05;4.88;8.1;;8.8;8.5;8.1;7.4;6.9;8.8;9.1;9.2;0.4;321;5320;989;5536;5184;17350;2447;19797;1.85;30.66;5.70;31.91;29.88;17350.00;2447.00;19797.00;54,245;52,263;-0.4;25700;26563;96.7;11,652;14,048;82.9;16829;7098;23371;32,832;71.2;20,576;32,832;62.7;2,497;7,643;32.7;9,333;16,306;57.2;19,385;19,797;0.2;8.2;9.1;0.9;2,544;3,595;50.8;18.2;36.4;1.5918;20991.38
[ 48.867490921259865 , 7.722259972977934];4201;Haguenau;Haguenau;199739;77583;196587;63.02;14237;19949;26497;9403;12913;15456;17741;19949;22243;24851;28478;34665;3.69;69.38;22.19;4.11;4.32;6.3;;6.6;6.6;6.5;5.3;5;7.4;7.1;6.5;-0.1;517;18215;5244;20646;14444;59066;5522;64588;0.88;30.84;8.88;34.95;24.45;59066.00;5522.00;64588.00;184,241;199,745;0.8;89620;110125;81.4;47,527;42,093;112.9;19949;9403;99987;132,214;75.6;91,260;132,214;69.0;8,589;24,135;35.6;41,407;65,119;63.6;63,290;64,588;0.2;6.1;6.4;0.3;6,714;10,396;52.8;19.5;35.9;1.5108;91234.00
[ 48.48715534441736 , 7.3572527464468305];4202;Molsheim - Obernai;Molsheim - Obernai;132345;52699;131148.5;64.64;14661;20416;27505;9921;13382;15901;18170;20416;22829;25695;29647;36946;3.72;66.2;22.96;4.78;6.07;4.9;;5.3;5.5;5.4;4.6;4.4;6.2;6.1;6;0.7;830;16123;3372;16075;8557;44957;4361;49318;1.85;35.86;7.50;35.76;19.03;44957.00;4361.00;49318.00;121,586;132,368;0.9;60810;71558;85.0;33,008;27,801;118.7;20416;9921;65522;86,535;75.7;60,523;86,535;69.9;5,669;15,669;36.2;28,209;42,795;65.9;45,007;49,318;0.9;4.7;6.2;1.5;4,177;6,785;51.4;18.6;35.4;1.5296;60379.64
[ 48.828390005185156 , 7.264634050778479];4203;Saverne;Saverne;78070;30598;76382;57.53;13220;18647;25038;8706;11985;14430;16530;18647;20924;23548;26974;32998;3.79;65.27;25.63;4.54;4.55;6.1;;6.6;6.8;6.8;5.7;5.2;7.1;7.1;6.7;0.1;204;8044;2308;8346;6487;25389;2293;27682;0.80;31.68;9.09;32.87;25.55;25389.00;2293.00;27682.00;73,908;78,069;0.5;36360;41709;87.2;18,716;17,643;106.1;18647;8706;37314;50,325;74.1;34,245;50,325;68.0;3,184;9,508;33.5;15,575;24,629;63.2;23,871;27,682;1.5;5.8;6.7;0.9;2,767;4,324;52.4;19.4;38.5;1.5513;34314.98
[ 48.27415550512922 , 7.419244949300836];4204;Sélestat;Sélestat;83393;33300;82936;60.27;13492.5;19327;25872;8779;12186;14759;17045;19327;21576;24205;27764;33931;3.87;67.12;22.4;5;5.48;6;;6.5;6.9;6.7;5.9;5.8;7.5;7.7;7.5;1;394;6910;2200;9590;6690;25784;2633;28417;1.53;26.80;8.53;37.19;25.95;25784.00;2633.00;28417.00;74,436;83,424;1.1;38268;45156;84.7;20,945;17,323;120.9;19327;8779;41419;54,306;76.3;37,380;54,306;68.8;3,483;9,650;36.1;17,218;26,840;64.2;24,541;28,417;1.4;5.8;7.5;1.7;3,297;5,001;52.4;19.6;36.2;1.5362;37238.74
[ 48.55802003730425 , 7.6685936809472794];4205;Strasbourg;Strasbourg;570234;231141;530984;62.66;11929;19281;27813;5879;10103;13586;16499;19281;22219;25670;30398;39111;6.65;65.58;22.74;5.14;6.54;7.8;;8.6;9.1;9.3;8.3;7.7;9.6;9.8;9.5;0.9;896;29760;13489;140446;94930;279521;17259;296780;0.32;10.65;4.83;50.25;33.96;279521.00;17259.00;296780.00;543,279;570,221;0.5;249294;320927;77.7;139,259;110,035;126.6;19281;5879;276261;389,369;71.0;243,022;389,369;62.4;26,392;63,859;41.3;118,524;199,788;59.3;287,874;296,780;0.3;7.6;9.9;2.3;27,711;40,482;46.1;15.5;39.1;1.4645;246152.26
[ 48.96011848987292 , 8.00222498332497];4206;Wissembourg;Wissembourg;40812;16413;40485.5;62.75;14265;20056;27717;9551;12922;15465;17794;20056;22663;25819;29992;36758;3.85;75;17.73;3.4;3.87;5.6;;6.1;6.2;5.7;4.5;4.1;6.3;6.2;5.5;-0.6;140;3036;632;3022;2530;9360;1230;10590;1.50;32.44;6.75;32.29;27.03;9360.00;1230.00;10590.00;38,876;40,812;0.5;17464;23348;74.8;9,215;8,249;111.7;20056;9551;21445;27,602;77.7;19,784;27,602;71.7;1,999;4,830;41.4;8,611;13,284;64.8;10,440;10,590;0.1;5.3;5.5;0.2;1,339;1,939;52.8;18.8;38.1;1.4786;19669.70
[ 48.07929735485429 , 7.310871685770585];4207;Colmar;Colmar;194336;80579;188846;63.18;13707;19791;27050;8327;12271;15029;17443;19791;22252;25193;29307;36969;4.44;64.62;23.91;5.28;6.19;5.9;;6.4;6.8;6.9;6.4;6;7.9;8;7.7;1.3;1208;15326;5490;30404;26839;79267;6655;85922;1.52;19.33;6.93;38.36;33.86;79267.00;6655.00;85922.00;183,530;194,338;0.6;89226;105112;84.9;46,739;42,487;110.0;19791;8327;96203;127,158;75.7;86,470;127,158;68.0;9,291;23,416;39.7;40,593;63,399;64.0;79,611;85,922;0.7;5.7;8;2.3;7,695;11,768;50.0;18.7;38.0;1.5283;86896.45
[ 47.8173654503091 , 7.215716353690707];4208;Mulhouse;Mulhouse;427495;173902;418933;60.38;12241;18751;26292;6652;10591;13696;16259;18751;21390;24423;28562;35843;5.39;67.06;24.59;3.77;4.58;7.8;;9.1;9.9;10.8;9.7;8.4;10.4;10.4;10;0.9;688;33924;10038;63963;45445;154058;10713;164771;0.45;22.02;6.52;41.52;29.50;154058.00;10713.00;164771.00;408,234;427,520;0.5;198059;229461;86.3;105,819;92,240;114.7;18751;6652;201223;278,701;72.2;175,046;278,701;62.8;18,769;51,703;36.3;80,940;138,709;58.4;158,544;164,771;0.4;7.3;10.4;3.1;21,440;30,162;47.9;18.5;35.3;1.5340;176054.15
[ 47.568885305172806 , 7.351156679455917];4209;Saint-Louis;Saint-Louis;116535;48086;115671;68.24;15715;23716;33945;9585;14010;17341;20477;23716;27199;31404;37206;47307;4.94;76.6;17.49;2.48;3.42;5;;6.3;6.9;7.1;6.2;5.2;6.5;6.6;6.2;-0.1;224;6876;1784;11591;7757;28232;2960;31192;0.79;24.36;6.32;41.06;27.48;28232.00;2960.00;31192.00;105,642;116,556;1.0;50888;65668;77.5;28,086;22,803;123.2;23716;9585;59941;78,502;76.4;54,385;78,502;69.3;6,339;14,784;42.9;24,677;38,947;63.4;28,525;31,192;0.8;4.6;6.3;1.7;4,197;5,738;49.0;17.5;30.4;1.4847;53929.66
[ 47.2408453097134 , 6.066625997856212];4301;Besançon;Besançon;299545;124023;286935;58.18;12495;18303;25212;7206;11040;13745;16082;18303;20710;23509;27336;34211;4.75;65.22;24.02;5.42;5.34;7;;7.3;7.5;7.6;6.9;6.6;8.5;8.4;7.9;0.6;858;17102;6134;44417;44774;113285;10907;124192;0.76;15.10;5.41;39.21;39.52;113285.00;10907.00;124192.00;276,658;299,572;0.8;139343;160229;87.0;76,636;62,707;122.2;18303;7206;142551;198,274;71.9;128,738;198,274;64.9;14,561;35,054;41.5;61,537;99,757;61.7;113,585;124,192;0.8;6.8;7.8;1;11,593;18,324;50.3;16.5;37.6;1.5109;128771.12
[ 47.55494198453905 , 6.715856085871903];4302;Belfort - Montbéliard - Héricourt;Belfort - Montbéliard - Héricourt;372866;156029;369349;57.04;11583;17566;24271;6544;10104;12894;15274;17566;19897;22614;26245;32431;4.96;65.38;26.53;4.11;3.97;8.7;;9.8;10;11;9.6;8.8;11.8;11.6;10.7;0.9;343;36648;7051;46037;38594;128673;9768;138441;0.27;28.48;5.48;35.78;29.99;128673.00;9768.00;138441.00;364,420;372,788;0.2;177039;195749;90.4;91,654;85,384;107.3;17566;6544;171297;240,593;71.2;148,892;240,593;61.9;16,221;48,288;33.6;66,939;118,094;56.7;139,601;138,441;-0.1;8.2;11.2;3;18,428;27,275;49.7;18.1;42.7;1.5495;149588.84
[ 47.16183719491119 , 6.708801722864599];4303;Morteau;Morteau;44497;18855;45336.5;65.42;15416;22081;31035;10477;13959;16660;19322;22081;25188;28817;33477;41129;3.93;76.09;15.28;4.33;4.29;5.6;;5.5;5.2;5.1;3.9;3.6;7.5;8.1;6;0.5;45;3357;1079;3469;2920;10870;1971;12841;0.41;30.88;9.93;31.91;26.86;10870.00;1971.00;12841.00;40,200;44,508;1.0;20351;24157;84.2;11,468;8,883;129.1;22081;10477;23277;29,062;80.1;21,692;29,062;74.6;2,151;4,972;43.3;9,872;14,076;70.1;12,607;12,841;0.2;5.2;6.1;0.9;1,416;2,126;56.0;15.2;36.6;1.5315;21618.29
[ 46.860484818932164 , 6.240482618435737];4304;Pontarlier;Pontarlier;58928;25046;60000;60.97;13814;19990;27952.5;9099;12464;15083.5;17463;19990;22686;26000;30206;37382;4.11;71.4;18.14;5.51;4.95;5.7;;6.1;6.1;5.9;5.2;4.8;7.2;7;6.2;0.1;137;3158;1406;6191;6028;16920;2908;19828;0.81;18.66;8.31;36.59;35.63;16920.00;2908.00;19828.00;52,810;58,929;1.1;27689;31240;88.6;15,920;11,769;135.3;19990;9099;29282;37,892;77.3;27,083;37,892;71.5;2,583;6,413;40.3;12,319;18,507;66.6;18,054;19,828;0.9;5.9;6.5;0.6;1,882;2,968;50.9;16.0;32.0;1.5552;27020.66
[ 47.05035403117252 , 5.500676301570011];4305;Dole;Dole;70065;30049;69618;56.26;12131;17607;23723;7353;10779;13359;15588;17607;19767;22210;25562;31443;4.28;60.41;30.05;4.94;4.6;7.6;;7.5;7.7;7.9;6.9;6.9;9.3;8.9;8.3;0.8;116;5306;1435;7660;7136;21653;2367;24020;0.54;24.50;6.63;35.38;32.96;21653.00;2367.00;24020.00;66,527;70,075;0.5;35071;35004;100.2;17,229;17,842;96.6;17607;7353;31118;43,605;71.4;27,957;43,605;64.1;3,368;9,326;36.1;12,898;21,931;58.8;23,086;24,020;0.4;7.5;8.3;0.8;2,454;4,019;54.3;20.6;37.2;1.6070;28030.00
[ 46.683049379288164 , 5.653983412069479];4306;Lons-le-Saunier;Lons-le-Saunier;119845;52225;116567.5;53.17;12041;17311;23661;7613;10846;13163;15311;17311;19518.5;22101;25504;31833;4.18;57.81;30.55;5.59;6.05;5.5;;5.8;6;6.1;5.4;5.3;7.1;6.9;6.3;0.5;643;8940;3017;15297;15528;43425;5562;48987;1.48;20.59;6.95;35.23;35.76;43425.00;5562.00;48987.00;115,731;119,852;0.4;61052;58800;103.8;27,829;33,223;83.8;17311;7613;53816;73,650;73.1;48,829;73,650;66.3;6,159;16,391;37.6;23,097;37,042;62.4;47,533;48,987;0.3;5.3;6.4;1.1;3,742;5,995;52.2;18.3;35.0;1.6273;48755.97
[ 46.47160729446544 , 5.887012476127245];4307;Saint-Claude;Saint-Claude;55211;22807;55361.5;59.01;12718;18675;25869;7804;11303;14064;16391;18675;21136;24178;28022;34897;4.47;68.76;22.29;4.33;4.62;7.2;;7.7;7.7;7.3;6.8;6.8;10.4;9.4;7.9;0.2;98;6792;876;4255;4162;16183;1991;18174;0.61;41.97;5.41;26.29;25.72;16183.00;1991.00;18174.00;54,278;55,244;0.2;26135;29109;89.8;14,338;11,797;121.5;18675;7804;26966;35,443;76.1;24,346;35,443;68.7;2,668;6,570;40.6;11,313;17,419;64.9;21,956;18,174;-1.6;6.9;8.4;1.5;1,957;3,329;52.4;16.2;38.1;1.5587;25237.15
[ 47.51345487869448 , 5.598339442623732];4308;Gray;Gray;28464;12009;27997.5;49.5;10982;16237;22309;6559;9750;12208;14242;16237;18242;20798;24171;29878;4.56;55.95;30.51;7.77;5.77;7.3;;7.4;7.7;7.7;6.8;6.6;8.9;8.1;8;0.6;116;2284;689;2800;2877;8766;1353;10119;1.32;26.06;7.86;31.94;32.82;8766.00;1353.00;10119.00;28,185;28,469;0.1;14739;13730;107.3;6,988;7,751;90.2;16237;6559;12208;17,172;71.1;10,998;17,172;64.0;1,287;3,749;34.3;4,855;8,456;57.4;9,897;10,119;0.2;6.8;8.3;1.5;1,012;1,685;52.7;19.3;35.0;1.6579;10913.99
[ 47.74070534021914 , 6.13038589795033];4309;Vesoul;Vesoul;118794;51050;117860;51.95;11222;16545;22570;6738;9969;12353;14466.5;16545;18645;21047;24350;30193;4.48;60.81;28.59;5.73;4.87;6.6;;7.1;7.8;8.2;7.3;7;9.3;8.8;8.6;1.5;423;9732;2021;13496;17331;43003;4767;47770;0.98;22.63;4.70;31.38;40.30;43003.00;4767.00;47770.00;118,448;118,771;0.0;57519;61252;93.9;27,863;29,656;94.0;16545;6738;54236;75,767;71.6;48,305;75,767;63.8;5,544;16,314;34.0;22,004;37,365;58.9;46,849;47,770;0.2;6.7;9.1;2.4;5,049;7,544;52.0;19.6;38.4;1.5676;48616.35
[ 47.45644824736922 , -1.1301944242088742];5201;Ancenis;Ancenis;44854;18371;46293;50.8;12192;16742;22003;8323;11165;13166;15029;16742;18588;20740;23570;28327;3.4;65.28;22.27;5.07;7.37;5.4;;5.6;5.7;6;5.1;4.7;7.3;7.1;6;0.4;248;5534;1601;7098;3894;18375;1995;20370;1.35;30.12;8.71;38.63;21.19;18375.00;1995.00;20370.00;38,735;44,853;1.5;21629;23224;93.1;12,142;9,486;128.0;16742;8323;21645;28,138;76.9;20,090;28,138;71.4;1,691;5,124;33.0;9,223;13,774;67.0;17,566;20,370;1.5;5.5;6;0.5;1,274;2,712;58.1;19.1;41.3;1.5940;19715.22
[ 47.69096768296147 , -1.3979146584872206];5202;Châteaubriant;Châteaubriant;36029;14928;36198.5;44.5;10778;15308;20421;6428;9690;11765;13625;15308;17082;19174;22024;27373;4.26;60.4;26.61;7.22;5.77;6.8;;7.3;7.3;6.9;6;5.6;8.2;8.9;7.8;0.5;167;2781;853;3536;3376;10713;1948;12661;1.56;25.96;7.96;33.01;31.51;10713.00;1948.00;12661.00;33,777;36,030;0.6;18207;17823;102.2;9,308;8,899;104.6;15308;6428;16057;22,016;72.9;14,467;22,016;65.7;1,657;4,656;35.6;6,553;10,915;60.0;12,452;12,661;0.2;6.5;7.7;1.2;1,307;2,270;53.1;19.3;42.2;1.6365;1047.03
[ 47.24804041798212 , -1.563647164055501];5203;Nantes;Nantes;992064;408852;974144;59.83;13531;19092;25997;8535;12170;14742;16938;19092;21417;24237;28211;35505;4.16;68.09;21.31;4.92;5.67;7.7;;7.9;7.7;7.6;6.8;6.1;7.8;7.9;7.5;-0.4;4862;55659;28632;206725;126960;422838;37049;459887;1.15;13.16;6.77;48.89;30.03;422838.00;37049.00;459887.00;885,592;992,089;1.1;450454;541635;83.2;261,484;188,970;138.4;19092;8535;484583;656,959;73.8;440,687;656,959;67.1;43,093;111,269;38.7;211,028;330,394;63.9;375,803;459,887;2.0;7.5;7.6;0.1;39,147;68,511;52.5;18.2;37.6;1.5101;
[ 47.351294225116376 , -2.1535749880163];5204;Saint-Nazaire;Saint-Nazaire;280119;126137;288859;57.93;13011;18255;24711;8494;11754;14131;16207;18255;20434;23038;26784;33696;3.97;57.75;30.06;5.73;6.47;8.8;;9.8;9.1;8.9;8;6.6;8.9;9.5;8.7;-1.1;617;18567;7374;39701;26648;92907;11646;104553;0.66;19.98;7.94;42.73;28.68;92907.00;11646.00;104553.00;248,246;280,127;1.2;140194;139933;100.2;67,656;72,537;93.3;18255;8494;122823;174,756;70.3;109,899;174,756;62.9;11,290;39,486;28.6;52,023;87,763;59.3;91,515;104,553;1.3;8.3;8.4;0.1;11,826;19,993;53.2;18.4;38.1;1.6030;
[ 47.48486885363383 , -0.48711550519396096];5205;Angers;Angers;452879;182641;435561.5;55.94;12524;17797;24264;7557;11172;13681;15773;17797;19992;22623;26358;33210;4.39;64.12;24.51;5.88;5.49;8.5;;8.6;8.5;8.6;7.8;7.1;9;9;8.9;0.3;5162;24694;11741;69318;62573;173488;17014;190502;2.98;14.23;6.77;39.96;36.07;173488.00;17014.00;190502.00;424,917;452,895;0.6;215146;237749;90.5;120,763;94,383;127.9;17797;7557;210868;294,384;71.6;189,465;294,384;64.4;19,853;52,067;38.1;91,135;149,940;60.8;172,070;190,502;1.0;8.3;9.3;1;19,668;33,381;52.6;20.0;40.0;1.5385;
[ 47.11979230366811 , -0.8515466857394012];5206;Cholet;Cholet;187328;75375;188069;51.57;12667;17052;22326;8431;11589;13635;15370;17052;18860;20997;23959;29528;3.5;65.15;23.37;5.58;5.9;5.8;;6.1;6.1;6.2;5.2;4.8;7;6.8;6.3;0.2;1593;22182;5668;27927;18456;75826;8079;83905;2.10;29.25;7.48;36.83;24.34;75826.00;8079.00;83905.00;176,528;187,345;0.6;90031;97314;92.5;49,520;40,511;122.2;17052;8431;89817;118,759;75.6;82,716;118,759;69.7;7,763;22,645;34.3;37,810;58,345;64.8;81,412;83,905;0.3;5.7;6.6;0.9;6,001;11,759;57.3;21.0;40.5;1.5775;
[ 47.26630543857389 , -0.12178980155477188];5207;Saumur;Saumur;98993;41559;97874.5;49.82;11227;16025;21832;6833;10033;12312;14214;16025;17957;20324;23593;29531;4.32;57.56;29.63;6.98;5.82;8.6;;8.9;8.9;9.3;8.5;7.8;9.8;9.9;9.8;0.9;1561;6127;2066;10942;8960;29656;4404;34060;5.26;20.66;6.97;36.90;30.21;29656.00;4404.00;34060.00;96,279;98,979;0.3;50548;48431;104.4;25,008;25,540;97.9;16025;6833;43962;60,287;72.9;38,683;60,287;64.2;4,223;12,420;34.0;17,756;30,154;58.9;32,777;34,060;0.4;8.5;10.4;1.9;4,861;8,201;54.3;20.1;44.2;1.6418;
[ 47.7490466197506 , -1.0053458753893234];5208;Segré;Segré;51715;21313;51936.5;44.36;11431;15691;20577;7327;10333;12331;14036;15691;17374;19372;22073;26680;3.64;60.68;26.79;7.13;5.4;4.6;;5.3;5.6;5.6;5.1;4.8;7;6.6;6.4;1.1;340;6198;1511;3985;4830;16864;3030;19894;2.02;36.75;8.96;23.63;28.64;16864.00;3030.00;19894.00;49,071;51,722;0.5;26780;24942;107.4;13,349;13,430;99.4;15691;7327;23185;30,797;75.3;21,276;30,797;69.1;2,166;6,077;35.6;9,821;15,145;64.9;17,682;19,894;1.1;4.5;6.9;2.4;1,660;2,879;55.9;21.1;34.9;1.6794;
[ 48.10270619713325 , -0.7250574288230288];5209;Laval;Laval;220996;90743;218300.5;52.57;12259;17113;22855;7691;11078;13266;15254;17113;19101;21434;24652;30585;3.98;62.81;25.12;6.12;5.95;5.3;;5.5;5.7;5.7;5;4.9;6.8;6.6;6.1;0.6;1060;18723;6151;31319;26688;83941;10908;94849;1.26;22.30;7.33;37.31;31.79;83941.00;10908.00;94849.00;204,274;221,036;0.8;109869;111167;98.8;58,535;51,334;114.0;17113;7691;103051;137,115;75.2;95,351;137,115;69.5;9,722;26,318;36.9;44,793;67,520;66.3;91,622;94,849;0.3;5.2;6.3;1.1;6,190;11,158;53.2;19.9;32.0;1.6121;
[ 48.36736022437904 , -0.47037033597736444];5210;Mayenne;Mayenne;53595;22500;52833;50.03;11989;16685;22070;7311;10782;13007;14869;16685;18535;20728;23770;28984;3.96;59.61;26.81;6.86;6.72;4.9;;5.2;5.6;5.3;4.7;4.6;6;6.1;5.6;0.4;311;5303;1277;5357;5185;17433;3251;20684;1.78;30.42;7.33;30.73;29.74;17433.00;3251.00;20684.00;51,762;53,600;0.3;27058;26542;101.9;13,148;13,910;94.5;16685;7311;24064;32,542;73.9;22,236;32,542;68.3;2,192;6,767;32.4;10,193;15,937;64.0;21,173;20,684;-0.2;4.5;5.9;1.4;1,375;2,405;54.1;23.6;33.9;1.6471;
[ 48.138138514418415 , 0.6526625400607504];5211;La Ferté-Bernard;La Ferté-Bernard;34778;14955;34531;55.75;12526;17180;22536;7828;11353;13583;15470;17180;19063;21210;24238;29370;3.75;59.91;29.06;5.26;5.77;6.2;;6.7;6.4;6.2;5.4;5.6;7.7;7;7.1;0.4;115;6733;998;4420;2549;14815;1365;16180;0.78;45.45;6.74;29.83;17.21;14815.00;1365.00;16180.00;32,051;34,792;0.8;17316;17476;99.1;8,279;9,037;91.6;17180;7828;15976;21,294;75.0;14,574;21,294;68.4;1,327;4,156;31.9;6,802;10,499;64.8;13,649;16,180;1.7;5.8;7.7;1.9;1,189;2,204;55.9;21.1;43.6;1.6339;
[ 47.693575712664256 , 0.22992644808794624];5212;La Flèche;La Flèche;55696;23966;54753;50.32;11634;16331;21866;7101;10440;12648;14532;16331;18165;20431;23502;29308;4.13;55.95;33.03;5.79;5.23;7.2;;7.5;7.8;8.5;8;7.2;9.8;9.5;9;1.5;643;4151;954;5985;4433;16166;2269;18435;3.98;25.68;5.90;37.02;27.42;16166.00;2269.00;18435.00;54,005;55,699;0.3;29137;26562;109.7;13,210;15,927;82.9;16331;7101;23839;33,494;71.2;21,112;33,494;63.0;2,306;7,358;31.3;9,838;16,526;59.5;18,823;18,435;-0.2;7.3;9.3;2;2,147;4,016;55.1;18.3;46.2;1.6630;
[ 48.0166398198793 , 0.2126995613162357];5213;Le Mans;Le Mans;415761;175717;409852;57.07;12496;17889;24012;7375;11117;13705;15840;17889;20004;22497;25893;32012;4.34;62.95;27.34;5.1;4.61;7;;7.4;7.8;8.2;7.3;6.8;9.2;9.2;8.9;1.5;1467;24264;10039;62997;52367;151134;13184;164318;0.97;16.05;6.64;41.68;34.65;151134.00;13184.00;164318.00;394,051;415,785;0.5;201902;213883;94.4;104,726;97,175;107.8;17889;7375;191958;263,373;72.9;171,306;263,373;65.0;17,837;51,368;34.7;81,318;131,645;61.8;159,462;164,318;0.3;6.9;9.1;2.2;17,501;28,863;53.0;20.6;38.2;1.5787;
[ 47.84471740138626 , -0.3160938855982716];5214;Sablé-sur-Sarthe;Sablé-sur-Sarthe;38031;15187;37509.5;53.2;11732;16343;21732;7200;10421;12794;14655;16343;18204;20369;23328;28426;3.95;64.24;24.27;5.26;6.22;5.9;;6.4;6.4;7;6.4;6.3;8.8;8.5;7.9;1.5;195;6409;493;4623;3919;15639;1521;17160;1.25;40.98;3.15;29.56;25.06;15639.00;1521.00;17160.00;34,357;38,042;1.0;18474;19568;94.4;10,431;8,042;129.7;16343;7200;18059;23,712;76.2;16,251;23,712;68.5;1,514;3,955;38.3;7,487;11,631;64.4;16,108;17,160;0.6;5.9;8.2;2.3;1,246;2,661;55.2;20.9;39.5;1.6043;
[ 46.826848865448454 , -1.9265558927919737];5215;Challans;Challans;119267;55144;123060;54.87;12720;17495;23692;8652.5;11561;13731;15643;17495;19595;22112;25577;32160;3.72;49.58;35.28;6.81;8.33;7.8;;8;8.4;8.5;7.5;7;9.7;9.6;9.2;1.2;1108;7006;3987;14060;8955;35116;6243;41359;3.16;19.95;11.35;40.04;25.50;35116.00;6243.00;41359.00;98,752;119,264;1.9;63676;55588;114.6;25,363;38,313;66.2;17495;8653;50124;70,790;70.8;44,851;70,790;63.4;4,532;18,024;25.1;20,873;35,562;58.7;34,562;41,359;1.8;7.5;9;1.5;5,388;8,629;56.8;19.0;33.6;1.6848;
